publication,filename,archiveType,variableType,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
PAGES2kv2,NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-GreatBasin.Salzer.2013.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-GreatBasin.Salzer.2013.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-GreatBasin.Salzer.2013.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-GreatBasin.Salzer.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
PAGES2kv2,NAm-GreatBasin.Salzer.2013.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-GreatBasin.Salzer.2013.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-GreatBasin.Salzer.2013.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-GreatBasin.Salzer.2013.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-GreatBasin.Salzer.2013.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-GreatBasin.Salzer.2013.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-GreatBasin.Salzer.2013.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-GreatBasin.Salzer.2013.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-GreenLake.Menounos.2006.lpd,lake sediment,measured,Thickness,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
PAGES2kv2,NAm-GreenLake.Menounos.2006.lpd,lake sediment,measured,Samplecount,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HartsPassN2.Peterson.1994.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HartsPassN2.Peterson.1994.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HartsPassN2.Peterson.1994.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HartsPassN2.Peterson.1994.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
PAGES2kv2,NAm-HartsPassN2.Peterson.1994.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HartsPassN2.Peterson.1994.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HartsPassN2.Peterson.1994.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HartsPassN2.Peterson.1994.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HartsPassN2.Peterson.1994.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HartsPassN2.Peterson.1994.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HartsPassN2.Peterson.1994.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HartsPassN2.Peterson.1994.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HerringAlpine.Fritts.1995.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HerringAlpine.Fritts.1995.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HerringAlpine.Fritts.1995.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HerringAlpine.Fritts.1995.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
PAGES2kv2,NAm-HerringAlpine.Fritts.1995.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HerringAlpine.Fritts.1995.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HerringAlpine.Fritts.1995.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HerringAlpine.Fritts.1995.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HerringAlpine.Fritts.1995.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HerringAlpine.Fritts.1995.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HerringAlpine.Fritts.1995.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HerringAlpine.Fritts.1995.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
PAGES2kv2,NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
PAGES2kv2,NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Hilda.Kavanagh.2000.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Hilda.Kavanagh.2000.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Hilda.Kavanagh.2000.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Hilda.Kavanagh.2000.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
PAGES2kv2,NAm-Hilda.Kavanagh.2000.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Hilda.Kavanagh.2000.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Hilda.Kavanagh.2000.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Hilda.Kavanagh.2000.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Hilda.Kavanagh.2000.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Hilda.Kavanagh.2000.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Hilda.Kavanagh.2000.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Hilda.Kavanagh.2000.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
PAGES2kv2,NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HornbyCabin.Jacoby.1989.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HornbyCabin.Jacoby.1989.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HornbyCabin.Jacoby.1989.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HornbyCabin.Jacoby.1989.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
PAGES2kv2,NAm-HornbyCabin.Jacoby.1989.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HornbyCabin.Jacoby.1989.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HornbyCabin.Jacoby.1989.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HornbyCabin.Jacoby.1989.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HornbyCabin.Jacoby.1989.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HornbyCabin.Jacoby.1989.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HornbyCabin.Jacoby.1989.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-HornbyCabin.Jacoby.1989.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,TRW,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-KobukNoatak.King.2003.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-KobukNoatak.King.2003.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-KobukNoatak.King.2003.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-KobukNoatak.King.2003.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
PAGES2kv2,NAm-KobukNoatak.King.2003.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-KobukNoatak.King.2003.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-KobukNoatak.King.2003.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-KobukNoatak.King.2003.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-KobukNoatak.King.2003.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-KobukNoatak.King.2003.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-KobukNoatak.King.2003.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-KobukNoatak.King.2003.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LacRomanel.Schweingruber.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LacRomanel.Schweingruber.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LacRomanel.Schweingruber.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LacRomanel.Schweingruber.1996.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
PAGES2kv2,NAm-LacRomanel.Schweingruber.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LacRomanel.Schweingruber.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LacRomanel.Schweingruber.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LacRomanel.Schweingruber.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LacRomanel.Schweingruber.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LacRomanel.Schweingruber.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LacRomanel.Schweingruber.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LacRomanel.Schweingruber.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LakeMina.St.Jacques.2008.lpd,lake sediment,measured,Effectivemoisture,cm,1,M,Eff,Eff M,NA
PAGES2kv2,NAm-LakeoftheClouds.Gajewski.1988.lpd,lake sediment,measured,Precipitation,mm,1,P,Surface,Surface P,NA
PAGES2kv2,NAm-Landslide.Luckman.2006.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Landslide.Luckman.2006.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Landslide.Luckman.2006.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Landslide.Luckman.2006.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
PAGES2kv2,NAm-Landslide.Luckman.2006.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Landslide.Luckman.2006.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Landslide.Luckman.2006.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Landslide.Luckman.2006.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Landslide.Luckman.2006.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Landslide.Luckman.2006.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Landslide.Luckman.2006.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Landslide.Luckman.2006.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LaTasajera.Biondi.2001.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LaTasajera.Biondi.2001.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LaTasajera.Biondi.2001.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LaTasajera.Biondi.2001.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
PAGES2kv2,NAm-LaTasajera.Biondi.2001.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LaTasajera.Biondi.2001.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LaTasajera.Biondi.2001.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LaTasajera.Biondi.2001.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LaTasajera.Biondi.2001.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LaTasajera.Biondi.2001.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LaTasajera.Biondi.2001.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-LaTasajera.Biondi.2001.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-Manitoba.D'Arrigo.2006.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-Manitoba.D'Arrigo.2006.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-Manitoba.D'Arrigo.2006.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-Manitoba.D'Arrigo.2006.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-Manitoba.D'Arrigo.2006.lpd,tree,measured,TRW,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-Manitoba.D'Arrigo.2006.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-Manitoba.D'Arrigo.2006.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-Manitoba.D'Arrigo.2006.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-Manitoba.D'Arrigo.2006.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-Manitoba.D'Arrigo.2006.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-Manitoba.D'Arrigo.2006.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-Manitoba.D'Arrigo.2006.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-Manitoba.D'Arrigo.2006.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-McGinnisTrail.Wiles.2013.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-McGinnisTrail.Wiles.2013.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-McGinnisTrail.Wiles.2013.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-McGinnisTrail.Wiles.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
PAGES2kv2,NAm-McGinnisTrail.Wiles.2013.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-McGinnisTrail.Wiles.2013.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-McGinnisTrail.Wiles.2013.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-McGinnisTrail.Wiles.2013.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-McGinnisTrail.Wiles.2013.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-McGinnisTrail.Wiles.2013.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-McGinnisTrail.Wiles.2013.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-McGinnisTrail.Wiles.2013.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MeadowMountain.Wilson.2005.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MeadowMountain.Wilson.2005.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MeadowMountain.Wilson.2005.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MeadowMountain.Wilson.2005.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
PAGES2kv2,NAm-MeadowMountain.Wilson.2005.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MeadowMountain.Wilson.2005.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MeadowMountain.Wilson.2005.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MeadowMountain.Wilson.2005.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MeadowMountain.Wilson.2005.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MeadowMountain.Wilson.2005.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MeadowMountain.Wilson.2005.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MeadowMountain.Wilson.2005.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MedicineBowPeak.Briffa.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MedicineBowPeak.Briffa.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MedicineBowPeak.Briffa.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MedicineBowPeak.Briffa.1996.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
PAGES2kv2,NAm-MedicineBowPeak.Briffa.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MedicineBowPeak.Briffa.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MedicineBowPeak.Briffa.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MedicineBowPeak.Briffa.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MedicineBowPeak.Briffa.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MedicineBowPeak.Briffa.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MedicineBowPeak.Briffa.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MedicineBowPeak.Briffa.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MedusaBay.Buckley.2003.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MedusaBay.Buckley.2003.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MedusaBay.Buckley.2003.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MedusaBay.Buckley.2003.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
PAGES2kv2,NAm-MedusaBay.Buckley.2003.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MedusaBay.Buckley.2003.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-MedusaBay.Buckley.2003.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
